1431364405,130567	7	2,65415096282959	
1431364406,840665	2	1,5870912075042725	
1431364420,682457	8	6,566375970840454	
1431364421,285491	4	5,49031400680542	
1431364423,544621	4	6,295361042022705	
1431364426,352781	5	5,895337104797363	
1431364426,402784	6	6,138351202011108	
1431364428,107882	9	5,451312065124512	
1431364435,333295	7	6,518373012542725	
1431364439,254519	8	9,017515897750854	
1431364444,275806	9	9,299531936645508	
1431364449,294093	7	12,769729852676392	
1431364451,000191	2	11,429653882980347	
1431364452,705288	7	11,630664825439453	
1431364456,619512	6	13,066747188568115	
1431364457,221547	2	11,99168586730957	
1431364457,824581	6	14,219812870025635	
1431364461,747806	8	14,097806930541992	
1431364465,660029	8	14,652837991714478	
1431364466,813095	6	12,450712203979492	
1431364475,691603	8	18,426054000854492	
1431364480,156859	3	17,179982900619507	
1431364486,82824	6	20,39916682243347	
1431364487,982306	7	19,906137943267822	
1431364488,033309	1	19,40110993385315	
1431364489,186375	4	19,27810287475586	
1431364489,237378	2	18,318048000335693	
1431364492,60057	7	21,072205066680908	
1431364494,309668	9	19,83813500404358	
1431364497,121829	6	21,13620901107788	
1431364503,26418	9	22,729300022125244	
1431364503,865215	2	22,93331217765808	
1431364505,021281	2	22,48128604888916	
1431364507,830441	9	24,84141993522644	
1431364508,432476	8	25,593464136123657	
1431364517,312984	7	26,486515045166016	
1431364518,46805	9	25,532461166381836	
1431364519,072084	6	27,544574975967407	
1431364520,22515	1	25,87247920036316	
1431364520,828185	3	25,925482988357544	
1431364523,641346	2	25,60346508026123	
1431364529,215665	6	27,730587005615234	
1431364529,818699	6	27,38256597518921	
1431364530,427734	6	27,114550828933716	
1431364530,477737	3	25,896481037139893	
1431364532,735866	5	26,861536026000977	
1431364532,785869	4	26,614521980285645	
1431364540,023283	8	28,503631114959717	
1431364553,329044	4	29,118666172027588	
1431364553,380047	2	28,53063201904297	
1431364558,948365	7	28,376622915267944	
1431364560,654463	2	27,786590099334717	
1431364561,256497	6	29,43668293952942	
1431364562,412563	7	29,783703088760376	
1431364569,645977	3	29,482686042785645	
1431364573,008169	9	29,753700971603394	
1431364576,922393	7	30,68175506591797	
1431364585,798901	9	30,326735019683838	
1431364593,579346	9	33,64092397689819	
1431364594,734412	1	34,32696294784546	
1431364596,44151	5	34,69998502731323	
1431364596,492513	4	35,13401007652283	
1431364596,544516	5	34,75298810005188	
1431364600,45974	7	35,12100887298584	
1431364603,2709	9	33,21389889717102	
1431364608,839219	6	36,85510802268982	
1431364609,994285	6	37,00711703300476	
1431364611,150351	9	35,68504095077515	
1431364613,41048	4	37,06712007522583	
1431364617,878736	8	39,33125019073486	
1431364617,929739	6	38,72021508216858	
1431364624,054089	4	40,09129285812378	
1431364627,969313	8	44,213528871536255	
1431364630,234443	5	44,603551149368286	
1431364636,923825	6	46,14663910865784	
1431364638,077891	4	46,14263916015625	
1431364652,483715	6	49,991858959198	
1431364656,951971	9	50,599895000457764	
1431364658,660068	6	50,657896995544434	
1431364661,470229	8	59,21838688850403	
1431364664,833421	6	51,11892294883728	
